Name,col.undertaken,Dob,Stream,Grade,state,city
Dorwart,private,20-10-2000,BE,10,alabama,madison`
Doersh,goverenment,20-10-2000,BBA,10,alabama,madison`
Dreppard,goverenment,20-10-2000,BE,10,alabama,madison`
Demuth,goverenment,20-10-2000,BE,10,alabama,madison`
Dellett,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Danner,goverenment,20-10-2000,BE,10,alabama,madison`
Dean,goverenment,20-10-2000,BE,10,alabama,madison`
Dennis,goverenment,20-10-2000,BE,10,alabama,madison`
Danner,goverenment,20-10-2000,BE,10,alabama,madison`
Duchman,goverenment,10-07-2004,BE,10,alabama,madison`
Dietrich,goverenment,20-10-2000,BSC,10,alabama,madison`
Daily,goverenment,20-10-2000,MBBS,8.5,arizona,decatur!
Dickson,goverenment,12-12-2001,BE,6.5,louisiana,hoover#
Dorwart,goverenment,20-10-2000,BCOM,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Dralsbach,goverenment,20-10-2000,MTECH,10,alabama,madison`
Dehuff,goverenment,20-10-2000,BE,10,alabama,madison`
Demuth,goverenment,20-10-2000,BE,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Dale,goverenment,20-10-2000,BE,10,alabama,madison`
Diller,goverenment,20-10-2000,BE,10,alabama,madison`
Donnelly,goverenment,20-10-2000,BE,10,alabama,madison`
Daibler,goverenment,20-10-2000,BE,10,alabama,madison`
Develin,goverenment,20-10-2000,ME,10,alabama,madison`
Danner,goverenment,20-10-2000,BTECH,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Dellett,goverenment,20-10-2000,BE,7.5,california,dothan@
Dougherty,goverenment,20-10-2000,BE,10,alabama,madison`
Develin,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Danner,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Donas,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Demuth,goverenment,28-04-2005,BE,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Day,goverenment,20-10-2000,BE,10,alabama,madison`
Decker,goverenment,01-01-2003,BE,10,alabama,madison`
Druckamiller,goverenment,20-10-2000,BE,10,alabama,madison`
Dunmier,goverenment,20-10-2000,BE,10,alabama,madison`
Deichler,goverenment,18-11-2002,BBA,10,alabama,madison`
Dietrich,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Develin,goverenment,20-10-2000,MS,10,alabama,madison`
Donnelly,goverenment,20-10-2000,BE,10,alabama,madison`
Drepperd,goverenment,20-10-2000,BE,10,alabama,madison`
Drepperd,goverenment,20-10-2000,BE,10,alabama,madison`
Downey,goverenment,20-10-2000,BE,10,alabama,madison`
Daily,goverenment,20-10-2000,BE,10,alabama,madison`
Denyes,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Deichler,goverenment,20-10-2000,BSC,10,alabama,madison`
Drost,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Drepperd,goverenment,10-07-2004,BE,10,alabama,madison`
Drepperd,goverenment,20-10-2000,BE,10,alabama,madison`
Damant,goverenment,20-10-2000,BE,10,alabama,madison`
Doebler,goverenment,20-10-2000,BE,10,alabama,madison`
Dorwart,private,20-10-2000,BE,10,alabama,madison`
Donaughey,goverenment,20-10-2000,BE,10,alabama,madison`
Davis,goverenment,20-10-2000,BE,10,alabama,madison`
Dietrich,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Develin,goverenment,20-10-2000,ME,10,alabama,madison`
Dougherty,goverenment,20-10-2000,MBBS,10,alabama,madison`
Diller,goverenment,20-10-2000,BCOM,10,alabama,madison`
Darlington,goverenment,20-10-2000,BE,10,alabama,madison`
Darlington,goverenment,20-10-2000,BE,10,alabama,madison`
Ditmars,goverenment,20-10-2000,BE,10,alabama,madison`
Eberman,goverenment,20-10-2000,BE,7.5,california,dothan@
Eberman,goverenment,20-10-2000,BE,10,alabama,madison`
Eberman,goverenment,20-10-2000,BE,10,alabama,madison`
Eberman,goverenment,20-10-2000,BE,10,alabama,madison`
Eberman,goverenment,20-10-2000,BE,10,alabama,madison`
Eberman,goverenment,20-10-2000,BE,10,alabama,madison`
Etter,goverenment,20-10-2000,BE,10,alabama,madison`
Eppler,goverenment,20-10-2000,BTECH,10,alabama,madison`
Ehler,goverenment,20-10-2000,BBA,10,alabama,madison`
Ehler,goverenment,20-10-2000,BE,10,alabama,madison`
Evans,goverenment,12-12-2001,MTECH,10,alabama,madison`
Etter,goverenment,20-10-2000,BE,10,alabama,madison`
Ehert,goverenment,20-10-2000,BE,10,alabama,madison`
East,goverenment,20-10-2000,BE,10,alabama,madison`
Ehler,goverenment,18-11-2002,BE,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Ehrisman,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Ehrisman,goverenment,01-01-2003,BSC,2.5,vermont,gadsden+
Ehrisman,goverenment,28-04-2005,BE,5.5,Maryland,tuscaloosa$
Ehrisman,goverenment,20-10-2000,ME,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrisman,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Ehrisman,goverenment,20-10-2000,MBBS,10,alabama,madison`
Edgely,goverenment,20-10-2000,BE,10,alabama,madison`
Ellmaker,goverenment,20-10-2000,MS,9.5,alaska,auburn~
Eifert,goverenment,20-10-2000,BE,10,alabama,madison`
Everetts,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrman,goverenment,20-10-2000,BE,10,alabama,madison`
Evans,goverenment,10-07-2004,BE,10,alabama,madison`
Ehrman,goverenment,20-10-2000,BE,10,alabama,madison`
Eshleman,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Ehrinfried,private,20-10-2000,BE,10,alabama,madison`
Ellmaker,goverenment,20-10-2000,BE,10,alabama,madison`
Etter,goverenment,20-10-2000,BE,7.5,california,dothan@
Eichholtz,goverenment,20-10-2000,BE,10,alabama,madison`
Ehler,goverenment,28-04-2005,BE,10,alabama,madison`
Etter,goverenment,20-10-2000,BE,10,alabama,madison`
Eichelberger,goverenment,20-10-2000,BE,10,alabama,madison`
Eshleman,goverenment,20-10-2000,BE,10,alabama,madison`
Evans,goverenment,20-10-2000,BE,10,alabama,madison`
Ehrisman,goverenment,12-12-2001,BE,10,alabama,madison`
Eagely,goverenment,20-10-2000,BBA,2.5,vermont,gadsden+
Eshleman,goverenment,20-10-2000,BE,10,alabama,madison`
Frazer,goverenment,20-10-2000,BE,10,alabama,madison`
Franklin,goverenment,20-10-2000,BE,10,alabama,madison`
Findlay,goverenment,20-10-2000,BE,10,alabama,madison`
Fahnestock,goverenment,20-10-2000,BE,10,alabama,madison`
Fritz,goverenment,20-10-2000,BE,10,alabama,madison`
Fraley,goverenment,20-10-2000,BE,10,alabama,madison`
Frey,goverenment,20-10-2000,BTECH,10,alabama,madison`
Foltz,goverenment,20-10-2000,BE,10,alabama,madison`
Fordney,goverenment,20-10-2000,BE,10,alabama,madison`
Ford,goverenment,20-10-2000,MBBS,10,alabama,madison`
Fordney,private,20-10-2000,BE,10,alabama,madison`
Forney,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Fisher,goverenment,20-10-2000,ME,10,alabama,madison`
Frick,goverenment,18-11-2002,BE,10,alabama,madison`
Fordney,goverenment,20-10-2000,BE,10,alabama,madison`
Fox,goverenment,01-01-2003,BE,10,alabama,madison`
Freeman,goverenment,20-10-2000,BCOM,10,alabama,madison`
Freeman,goverenment,20-10-2000,MS,7.5,california,dothan@
Fairer,goverenment,20-10-2000,BE,10,alabama,madison`
Foltz,goverenment,20-10-2000,BSC,10,alabama,madison`
Frick,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Fisher,goverenment,20-10-2000,BE,10,alabama,madison`
Fahnestock,goverenment,20-10-2000,BBA,10,alabama,madison`
Flick,goverenment,20-10-2000,BE,10,alabama,madison`
Fetter,goverenment,20-10-2000,BE,10,alabama,madison`
Fisher,private,20-10-2000,BE,10,alabama,madison`
Fordney,goverenment,20-10-2000,BE,10,alabama,madison`
Firman,goverenment,10-07-2004,BE,10,alabama,madison`
Frecht,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Fisher,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Flick,goverenment,18-11-2002,MTECH,10,alabama,madison`
Fordney,goverenment,20-10-2000,BE,10,alabama,madison`
Fraley,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Flick,goverenment,20-10-2000,BE,10,alabama,madison`
Fries,goverenment,20-10-2000,BE,10,alabama,madison`
Fisher,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Fisher,goverenment,20-10-2000,MBBS,10,alabama,madison`
Fondersmith,goverenment,20-10-2000,BE,10,alabama,madison`
Foltz,goverenment,20-10-2000,BE,10,alabama,madison`
Forney,goverenment,20-10-2000,BTECH,10,alabama,madison`
Fagan,goverenment,20-10-2000,BE,10,alabama,madison`
Frimd,goverenment,28-04-2005,ME,10,alabama,madison`
Ford,goverenment,20-10-2000,BE,10,alabama,madison`
Fairer,goverenment,20-10-2000,BE,10,alabama,madison`
Ferry,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Fordney,goverenment,20-10-2000,BE,10,alabama,madison`
Finkenbine,goverenment,20-10-2000,BE,10,alabama,madison`
Fondersmith,goverenment,20-10-2000,BE,7.5,california,dothan@
Flick,goverenment,12-12-2001,BE,10,alabama,madison`
Flick,goverenment,20-10-2000,BBA,10,alabama,madison`
Gundacker,goverenment,20-10-2000,BE,10,alabama,madison`
Gill,goverenment,20-10-2000,BE,10,alabama,madison`
Gross,goverenment,20-10-2000,BE,10,alabama,madison`
Gross,goverenment,20-10-2000,BE,10,alabama,madison`
Graham,goverenment,20-10-2000,BE,10,alabama,madison`
Gumpf,goverenment,20-10-2000,BE,10,alabama,madison`
Getz,goverenment,20-10-2000,BE,10,alabama,madison`
Gable,goverenment,20-10-2000,BE,10,alabama,madison`
Gemperling,goverenment,20-10-2000,BE,10,alabama,madison`
Gorrecht,goverenment,20-10-2000,BE,10,alabama,madison`
Gumpf,goverenment,18-11-2002,MBBS,10,alabama,madison`
Gumpf,goverenment,20-10-2000,BE,10,alabama,madison`
Gray,goverenment,20-10-2000,BE,10,alabama,madison`
Gast,goverenment,20-10-2000,BE,10,alabama,madison`
Gonter,goverenment,20-10-2000,BSC,2.5,vermont,gadsden+
Gill,goverenment,20-10-2000,BE,10,alabama,madison`
Gealbach,goverenment,20-10-2000,BE,10,alabama,madison`
Gumpf,goverenment,20-10-2000,BE,10,alabama,madison`
Gibbs,goverenment,20-10-2000,BE,10,alabama,madison`
Gillespie,goverenment,01-01-2003,BTECH,10,alabama,madison`
Gundacker,goverenment,20-10-2000,BE,10,alabama,madison`
Grimler,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Gimper,goverenment,20-10-2000,BE,10,alabama,madison`
Gundacker,goverenment,20-10-2000,BBA,10,alabama,madison`
Gorner,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Gemperling,goverenment,20-10-2000,MTECH,10,alabama,madison`
Gable,goverenment,28-04-2005,BE,10,alabama,madison`
Goldsmith,goverenment,20-10-2000,ME,10,alabama,madison`
Gast,goverenment,20-10-2000,BE,10,alabama,madison`
Gumpf,goverenment,20-10-2000,BE,10,alabama,madison`
Geistenecher,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Gumpf,goverenment,12-12-2001,BE,9.5,alaska,auburn~
Gumpf,goverenment,20-10-2000,BCOM,7.5,california,dothan@
Gorrecht,goverenment,10-07-2004,BE,10,alabama,madison`
Gerber,goverenment,20-10-2000,BE,10,alabama,madison`
Gerber,goverenment,20-10-2000,BE,10,alabama,madison`
Glazer,goverenment,20-10-2000,BE,10,alabama,madison`
Griel,goverenment,20-10-2000,BE,10,alabama,madison`
Gast,goverenment,20-10-2000,BE,10,alabama,madison`
Geiter,goverenment,20-10-2000,BE,10,alabama,madison`
Gougler,goverenment,20-10-2000,MBBS,10,alabama,madison`
Gable,goverenment,20-10-2000,BE,10,alabama,madison`
Gorrecht,goverenment,20-10-2000,MS,10,alabama,madison`
Gumpf,goverenment,01-01-2003,BE,10,alabama,madison`
Getz,goverenment,20-10-2000,BE,10,alabama,madison`
Gantz,goverenment,20-10-2000,BE,10,alabama,madison`
Gantz,goverenment,20-10-2000,BE,10,alabama,madison`
Getz,goverenment,20-10-2000,BE,10,alabama,madison`
Gilmore,goverenment,20-10-2000,BE,10,alabama,madison`
Gumpf,goverenment,20-10-2000,BTECH,10,alabama,madison`
Gonter,goverenment,20-10-2000,BE,10,alabama,madison`
Gensemer,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Graeff,goverenment,20-10-2000,BE,10,alabama,madison`
Getz,goverenment,20-10-2000,BE,7.5,california,dothan@
Gruel,goverenment,20-10-2000,BE,10,alabama,madison`
Gundacker,goverenment,18-11-2002,BE,10,alabama,madison`
Gast,goverenment,20-10-2000,BE,10,alabama,madison`
Getz,goverenment,20-10-2000,BE,10,alabama,madison`
Gemperling,goverenment,12-12-2001,BE,10,alabama,madison`
Gara,goverenment,20-10-2000,BBA,2.5,vermont,gadsden+
Glessner,goverenment,20-10-2000,BE,10,alabama,madison`
Gerry,goverenment,20-10-2000,BE,10,alabama,madison`
Grace,goverenment,28-04-2005,BE,10,alabama,madison`
Humes,goverenment,20-10-2000,ME,10,alabama,madison`
Hinkle,goverenment,20-10-2000,BE,10,alabama,madison`
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Humes,goverenment,20-10-2000,BE,10,alabama,madison`
Humes,goverenment,20-10-2000,BE,10,alabama,madison`
Hatz,goverenment,20-10-2000,BSC,10,alabama,madison`
Hatz,goverenment,10-07-2004,BE,5.5,Maryland,tuscaloosa$
Hughes,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Heinitsh,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Heinitsh,goverenment,01-01-2003,MTECH,10,alabama,madison`
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Hubley,goverenment,20-10-2000,BE,10,alabama,madison`
Hook,goverenment,20-10-2000,MBBS,10,alabama,madison`
Hoff,goverenment,20-10-2000,BE,10,alabama,madison`
Hull,goverenment,20-10-2000,BE,7.5,california,dothan@
Harman,goverenment,20-10-2000,BE,10,alabama,madison`
Hartman,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Horner,goverenment,20-10-2000,BE,10,alabama,madison`
Hoffman,goverenment,20-10-2000,BTECH,10,alabama,madison`
Hoover,goverenment,20-10-2000,BCOM,10,alabama,madison`
Haines,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Hagg,goverenment,20-10-2000,BE,10,alabama,madison`
Harkins,goverenment,20-10-2000,BE,10,alabama,madison`
Hatz,goverenment,20-10-2000,BE,10,alabama,madison`
Hoover,goverenment,20-10-2000,BE,10,alabama,madison`
Hager,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Hubert,goverenment,20-10-2000,BE,10,alabama,madison`
Heitshu,goverenment,20-10-2000,BE,10,alabama,madison`
Heitshu,private,20-10-2000,BE,10,alabama,madison`
Heitshu,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Howett,goverenment,20-10-2000,BE,10,alabama,madison`
Hand,goverenment,20-10-2000,ME,8.5,arizona,decatur!
Hoover,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Howard,goverenment,20-10-2000,BBA,10,alabama,madison`
Hughes,goverenment,10-07-2004,BE,10,alabama,madison`
Hartman,goverenment,20-10-2000,BE,10,alabama,madison`
Hoffmeier,goverenment,28-04-2005,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Hitzelberger,goverenment,12-12-2001,BE,10,alabama,madison`
Hompt,goverenment,20-10-2000,BE,10,alabama,madison`
Humphreyville,goverenment,20-10-2000,BE,10,alabama,madison`
Heckert,goverenment,01-01-2003,MBBS,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Hambright,goverenment,20-10-2000,MTECH,10,alabama,madison`
Heiss,goverenment,20-10-2000,BE,10,alabama,madison`
Harry,goverenment,20-10-2000,BE,10,alabama,madison`
Hubley,goverenment,20-10-2000,BTECH,10,alabama,madison`
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Hensel,goverenment,20-10-2000,BE,7.5,california,dothan@
Hamersly,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Huber,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Harmany,goverenment,20-10-2000,BE,10,alabama,madison`
Heiler,goverenment,20-10-2000,BE,10,alabama,madison`
Hall,goverenment,20-10-2000,BSC,10,alabama,madison`
Hammond,goverenment,20-10-2000,MS,10,alabama,madison`
Hamilton,goverenment,20-10-2000,BE,10,alabama,madison`
Hatz,goverenment,20-10-2000,BE,10,alabama,madison`
Himmelsbach,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Hubert,goverenment,20-10-2000,BE,10,alabama,madison`
Hookey,goverenment,20-10-2000,BE,10,alabama,madison`
Hanum,goverenment,20-10-2000,BE,10,alabama,madison`
Herford,goverenment,20-10-2000,BE,10,alabama,madison`
Halbach,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Hubley,goverenment,20-10-2000,BE,10,alabama,madison`
Hensel,goverenment,20-10-2000,BE,10,alabama,madison`
Hayes,goverenment,20-10-2000,BE,10,alabama,madison`
Hitz,goverenment,20-10-2000,BE,10,alabama,madison`
Herbst,goverenment,18-11-2002,BE,10,alabama,madison`
Hobble,goverenment,20-10-2000,BE,10,alabama,madison`
Hall,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Hambright,private,20-10-2000,MBBS,10,alabama,madison`
Hess,goverenment,20-10-2000,BE,10,alabama,madison`
Hood,goverenment,20-10-2000,ME,10,alabama,madison`
Hills,goverenment,01-01-2003,BE,10,alabama,madison`
Hoffmeier,goverenment,20-10-2000,BBA,10,alabama,madison`
Heller,goverenment,10-07-2004,BE,10,alabama,madison`
Heiss,goverenment,20-10-2000,BE,10,alabama,madison`
Hartley,goverenment,20-10-2000,BE,10,alabama,madison`
Holt,goverenment,20-10-2000,BE,10,alabama,madison`
Holt,goverenment,20-10-2000,BCOM,10,alabama,madison`
Hollin,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Harkins,goverenment,12-12-2001,BTECH,10,alabama,madison`
Houston,private,20-10-2000,BE,10,alabama,madison`
Hagg,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Heines,goverenment,20-10-2000,MTECH,6.5,louisiana,hoover#
Haughman,goverenment,20-10-2000,BE,7.5,california,dothan@
Hounifer,goverenment,20-10-2000,BE,10,alabama,madison`
Hartley,goverenment,28-04-2005,BE,10,alabama,madison`
Hopkins,goverenment,20-10-2000,BE,10,alabama,madison`
Hoffman,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,20-10-2000,BE,10,alabama,madison`
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Holeman,goverenment,20-10-2000,BE,10,alabama,madison`
Hensel,goverenment,20-10-2000,BE,10,alabama,madison`
Hagg,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Harman,goverenment,20-10-2000,BE,10,alabama,madison`
Hartmann,goverenment,20-10-2000,BE,10,alabama,madison`
Harkins,goverenment,20-10-2000,BE,10,alabama,madison`
Hoey,goverenment,20-10-2000,BE,10,alabama,madison`
Hart,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Hubley,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Hostetter,goverenment,20-10-2000,MBBS,10,alabama,madison`
Heiser,goverenment,20-10-2000,BE,10,alabama,madison`
Houser,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Harman,private,20-10-2000,BE,10,alabama,madison`
Hoover,goverenment,20-10-2000,BE,10,alabama,madison`
Hambright,goverenment,20-10-2000,BE,10,alabama,madison`
Huber,goverenment,01-01-2003,BTECH,10,alabama,madison`
Hompt,goverenment,20-10-2000,BBA,10,alabama,madison`
Ihling,goverenment,20-10-2000,ME,10,alabama,madison`
Ihling,goverenment,20-10-2000,BE,10,alabama,madison`
Ihling,goverenment,20-10-2000,BE,10,alabama,madison`
Jenkins,goverenment,20-10-2000,BE,10,alabama,madison`
Jenkins,goverenment,20-10-2000,BE,10,alabama,madison`
Jackson,goverenment,20-10-2000,BE,10,alabama,madison`
Jordan,goverenment,20-10-2000,BE,10,alabama,madison`
Jordan,goverenment,20-10-2000,MTECH,6.5,louisiana,hoover#
Jordan,goverenment,20-10-2000,BE,10,alabama,madison`
Jungling,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Jones,goverenment,20-10-2000,BE,10,alabama,madison`
Jack,goverenment,20-10-2000,BE,10,alabama,madison`
Jefferies,goverenment,20-10-2000,BE,10,alabama,madison`
Jungerich,goverenment,20-10-2000,BE,7.5,california,dothan@
Johnson,goverenment,20-10-2000,BSC,10,alabama,madison`
Jennings,goverenment,10-07-2004,MS,10,alabama,madison`
Jenkins,goverenment,20-10-2000,MBBS,10,alabama,madison`
Jacobs,goverenment,20-10-2000,BE,10,alabama,madison`
Jordan,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Jacobs,goverenment,18-11-2002,BCOM,10,alabama,madison`
Kline,goverenment,20-10-2000,BE,10,alabama,madison`
Kammerer,goverenment,20-10-2000,BE,10,alabama,madison`
Kuhn,goverenment,20-10-2000,BE,10,alabama,madison`
Keller,goverenment,20-10-2000,BE,10,alabama,madison`
Killinger,goverenment,20-10-2000,BE,10,alabama,madison`
Kepple,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
King,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BTECH,8.5,arizona,decatur!
Kautz,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Kauffman,goverenment,20-10-2000,BE,10,alabama,madison`
Klechner,goverenment,20-10-2000,BE,10,alabama,madison`
Krug,goverenment,20-10-2000,BBA,10,alabama,madison`
Kleiss,goverenment,20-10-2000,BE,10,alabama,madison`
Kline,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Keffer,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Keller,goverenment,01-01-2003,BE,10,alabama,madison`
Keenan,goverenment,28-04-2005,BE,10,alabama,madison`
Kreiner,goverenment,20-10-2000,ME,10,alabama,madison`
Knight,goverenment,20-10-2000,BE,10,alabama,madison`
Kerfoot,goverenment,12-12-2001,BE,10,alabama,madison`
Kitch,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Kuhnley,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Kauffman,goverenment,20-10-2000,BE,10,alabama,madison`
Kuhn,goverenment,20-10-2000,MTECH,10,alabama,madison`
Keller,goverenment,20-10-2000,BE,10,alabama,madison`
Kirkpatrick,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Killinger,goverenment,20-10-2000,BE,10,alabama,madison`
Keubler,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Kauffman,goverenment,20-10-2000,BTECH,10,alabama,madison`
Knaur,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Kelly,goverenment,20-10-2000,BE,10,alabama,madison`
Kuhnley,goverenment,20-10-2000,BE,10,alabama,madison`
Kitch,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Kitch,goverenment,20-10-2000,MBBS,10,alabama,madison`
Kieffer,goverenment,20-10-2000,BE,10,alabama,madison`
Killinger,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Killough,goverenment,20-10-2000,BE,10,alabama,madison`
Kreider,goverenment,10-07-2004,BE,10,alabama,madison`
King,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Kehner,goverenment,20-10-2000,BE,10,alabama,madison`
Kitch,goverenment,20-10-2000,BE,10,alabama,madison`
Kuntz,goverenment,20-10-2000,BE,10,alabama,madison`
Kantz,goverenment,20-10-2000,BBA,10,alabama,madison`
Kuntz,private,20-10-2000,BE,10,alabama,madison`
Kepplinger,goverenment,20-10-2000,BE,7.5,california,dothan@
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,18-11-2002,BE,10,alabama,madison`
Krampf,goverenment,20-10-2000,BE,10,alabama,madison`
Kirkpatrick,goverenment,20-10-2000,MS,10,alabama,madison`
Kurtz,goverenment,01-01-2003,BCOM,10,alabama,madison`
Knight,goverenment,20-10-2000,BSC,2.5,vermont,gadsden+
King,goverenment,20-10-2000,ME,10,alabama,madison`
Kautz,goverenment,20-10-2000,MTECH,10,alabama,madison`
Kendig,goverenment,20-10-2000,BE,10,alabama,madison`
Kline,goverenment,20-10-2000,BE,10,alabama,madison`
Kline,goverenment,20-10-2000,BTECH,10,alabama,madison`
Keffer,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Kendig,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Klotz,goverenment,20-10-2000,BE,10,alabama,madison`
Kauffman,goverenment,20-10-2000,BE,10,alabama,madison`
Kautz,goverenment,20-10-2000,BE,10,alabama,madison`
Keenan,goverenment,20-10-2000,BE,10,alabama,madison`
Lehner,goverenment,20-10-2000,BE,10,alabama,madison`
Lewis,goverenment,20-10-2000,BE,10,alabama,madison`
Lane,goverenment,20-10-2000,BE,10,alabama,madison`
Landis,goverenment,28-04-2005,BE,10,alabama,madison`
Lutz,goverenment,20-10-2000,BE,10,alabama,madison`
Lambert,goverenment,20-10-2000,BE,10,alabama,madison`
Long,goverenment,12-12-2001,BBA,10,alabama,madison`
Long,goverenment,20-10-2000,BE,10,alabama,madison`
Lind,goverenment,20-10-2000,BE,10,alabama,madison`
Leeds,goverenment,20-10-2000,BE,10,alabama,madison`
Leibley,goverenment,20-10-2000,BE,10,alabama,madison`
Longenecker,goverenment,20-10-2000,MBBS,6.5,louisiana,hoover#
Longenecker,goverenment,20-10-2000,BE,10,alabama,madison`
Leonard,goverenment,20-10-2000,BE,10,alabama,madison`
Lebkichler,goverenment,20-10-2000,BE,10,alabama,madison`
Leonard,goverenment,20-10-2000,BE,10,alabama,madison`
Lambert,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Lowery,goverenment,20-10-2000,BE,10,alabama,madison`
Long,goverenment,20-10-2000,BE,10,alabama,madison`
Long,goverenment,10-07-2004,BE,10,alabama,madison`
Long,goverenment,01-01-2003,MTECH,10,alabama,madison`
Lutz,private,20-10-2000,BE,2.5,vermont,gadsden+
Leibley,goverenment,20-10-2000,ME,10,alabama,madison`
Lechler,goverenment,20-10-2000,BE,10,alabama,madison`
Lagan,goverenment,20-10-2000,BE,10,alabama,madison`
Long,goverenment,20-10-2000,BE,10,alabama,madison`
Lawrence,goverenment,20-10-2000,BTECH,10,alabama,madison`
